data_id,year,product_id,food,production,import_quantity,export_quantity
312,1974,18,116.0,81.0,49.0,14.0
313,1974,19,11575.0,10764.0,1538.0,68.0
314,1974,20,15638.0,38878.0,3273.0,6484.0
315,1975,0,5123.0,4973.0,583.7,87.6
316,1975,1,270.0,21970.0,113.0,818.0
317,1975,2,3473.0,438.0,40.0,0.0
318,1975,3,16100.0,45730.0,1988.0,3131.0
319,1975,4,2008.0,3227.0,43.0,0.0
320,1975,5,3025.86,3545.1,168.58,471.7
321,1975,6,1568.0,1825.0,431.0,13.0
322,1975,7,7332.0,8538.0,761.0,28.0
323,1975,8,15365.12,48066.0,4234.0,192.0
324,1975,9,86.0,7.0,76.0,0.0
325,1975,10,2529.0,2471.0,586.0,389.0
326,1975,11,925.0,3700.0,0.0,39.0
327,1975,12,2693.0,2749.0,3.0,0.0
328,1975,13,10527.0,29271.9,260.0,113.0
329,1975,14,1573.0,525.0,48.0,0.0
330,1975,15,1398.0,1247.0,286.0,160.0
331,1975,16,6964.0,8160.0,0.0,13.0
332,1975,17,5313.0,2702.0,3242.0,167.0
333,1975,18,136.0,86.0,67.0,17.0
334,1975,19,12332.0,19545.0,1485.0,73.0
335,1975,20,14158.0,32250.0,9661.0,3411.0
336,1976,0,5342.0,5127.3,464.1,95.4
337,1976,1,275.0,24242.0,243.0,503.0
338,1976,2,3552.0,459.0,37.0,0.0
339,1976,3,15200.0,49580.0,1967.0,3175.0
340,1976,4,2909.0,3124.0,38.0,0.1
341,1976,5,3557.43,4072.2,164.87,458.4
342,1976,6,1781.0,1704.0,467.0,18.0
343,1976,7,8296.0,8723.0,781.0,26.0
344,1976,8,15619.47,46752.0,4385.0,194.0
345,1976,9,102.0,5.0,91.0,1.0
346,1976,10,2578.0,2642.0,590.0,293.0
347,1976,11,917.0,5335.0,0.0,28.0
348,1976,12,2560.0,2228.0,4.0,0.0
349,1976,13,10544.0,28083.6,139.0,168.0
350,1976,14,1472.0,414.0,58.0,0.0
351,1976,15,1438.0,1041.0,332.0,110.0
352,1976,16,5307.0,12590.0,0.0,12.0
353,1976,17,5694.0,2350.0,3763.0,187.0
354,1976,18,138.0,92.0,60.0,14.0
355,1976,19,12110.0,10564.0,1567.0,65.0
356,1976,20,24453.0,31086.0,7173.0,1624.0
357,1977,0,5763.0,5498.0,358.8,91.4
358,1977,1,284.0,28566.0,115.0,606.0
359,1977,2,3888.0,308.0,32.0,0.0
360,1977,3,15500.0,51023.0,1977.0,3119.0
361,1977,4,2192.0,3436.0,41.0,0.0
362,1977,5,2884.57,3709.9,114.36,393.2
363,1977,6,1821.0,1141.0,568.0,21.0
364,1977,7,8283.0,9299.0,783.0,30.0
365,1977,8,15880.48,49702.0,4044.0,168.0
366,1977,9,96.0,6.0,87.0,0.0
367,1977,10,2640.0,2725.0,604.0,232.0
368,1977,11,886.0,5180.0,0.0,32.0
369,1977,12,2749.0,2950.0,2.0,0.0
370,1977,13,11083.0,27605.1,622.0,177.0
371,1977,14,1808.0,691.0,124.0,7.0
372,1977,15,1702.0,1074.0,472.0,190.0
373,1977,16,5498.0,7630.0,45.0,11.0
374,1977,17,5938.0,2825.0,4789.0,195.0
375,1977,18,145.0,106.0,60.0,21.0
376,1977,19,12707.0,10173.0,1613.0,92.0
377,1977,20,24463.0,36668.0,7117.0,2896.0
378,1978,0,6022.0,5723.5,343.9,106.8
379,1978,1,285.0,22163.5,102.0,500.0
380,1978,2,3086.0,502.0,37.0,0.0
381,1978,3,15600.0,59430.0,2145.0,3131.0
382,1978,4,2350.0,3619.0,39.0,0.1
383,1978,5,2935.27,3577.7,185.03,445.66
384,1978,6,2418.0,1683.0,489.0,24.0
385,1978,7,8276.0,9290.0,784.0,20.0
386,1978,8,16143.2,49303.0,4023.0,178.0
387,1978,9,84.0,6.0,74.0,0.0
388,1978,10,2687.0,2932.0,610.0,152.0
389,1978,11,786.0,4005.0,0.0,43.0
390,1978,12,2304.0,2302.0,56.0,0.0
391,1978,13,10567.0,28420.9,312.0,161.0
392,1978,14,1953.0,902.0,51.0,0.0
393,1978,15,1585.0,1010.0,425.0,140.0
394,1978,16,5622.0,12250.0,71.0,0.0
395,1978,17,5154.0,2000.0,3999.0,184.0
396,1978,18,140.0,111.0,46.0,17.0
397,1978,19,12341.0,12219.0,1617.0,25.0
398,1978,20,25178.0,31355.0,9342.0,2136.0
399,1979,0,5783.0,5982.0,353.1,104.1
400,1979,1,283.0,20052.0,140.0,260.0
401,1979,2,3000.0,287.0,32.0,0.0
402,1979,3,15200.0,68450.0,2294.0,3246.0
403,1979,4,2469.0,3742.0,45.0,1.0
404,1979,5,2843.54,3372.0,114.74,454.04
405,1979,6,2440.0,1454.0,499.0,16.0
406,1979,7,8321.0,9332.0,799.0,18.0
407,1979,8,16425.29,48872.0,3954.0,199.0
408,1979,9,81.0,6.0,71.0,0.0
409,1979,10,2627.0,3852.0,622.0,119.0
410,1979,11,748.0,3200.0,0.0,52.0
411,1979,12,2379.0,2266.0,169.0,0.0
412,1979,13,10294.0,30015.4,584.0,173.0
413,1979,14,1174.0,1034.0,140.0,0.0
414,1979,15,1962.0,1088.0,647.0,210.0
415,1979,16,6039.0,7295.0,144.0,20.0
416,1979,17,5026.0,2700.0,4089.0,250.0
417,1979,18,150.0,118.0,49.0,17.0
418,1979,19,12139.0,10746.0,1608.0,22.0
419,1979,20,25274.0,34886.0,10265.0,3576.0
420,1980,0,5582.0,6340.3,391.4,109.8
421,1980,1,265.0,16665.0,230.0,460.0
422,1980,2,3645.0,292.0,35.0,0.0
423,1980,3,14900.0,69980.0,2165.0,3120.0
424,1980,4,2579.0,3867.0,43.0,1.2
425,1980,5,2799.33,3673.2,189.21,468.13
426,1980,6,2571.0,1778.0,607.0,20.0
427,1980,7,8452.0,9259.0,893.0,17.0
428,1980,8,16647.1,46823.0,3865.0,196.0
429,1980,9,78.0,10.0,66.0,0.0
430,1980,10,2644.0,3612.0,648.0,125.0
431,1980,11,725.0,5040.0,0.0,54.0
432,1980,12,2468.0,2183.0,185.0,0.0
433,1980,13,18944.0,22117.5,233.0,172.0
434,1980,14,1295.0,1136.0,159.0,2.0
435,1980,15,1066.0,1030.0,713.0,170.0
436,1980,16,5270.0,8959.0,449.0,10.0
437,1980,17,5818.0,2150.0,4994.0,170.0
438,1980,18,182.0,130.0,71.0,19.0
439,1980,19,12830.0,12479.0,1613.0,44.0
440,1980,20,25641.0,42500.0,16183.0,2040.0
441,1981,0,5348.0,5696.6,301.3,107.6
442,1981,1,253.0,20167.5,488.0,430.0
443,1981,2,3627.0,416.0,73.0,0.0
444,1981,3,12200.0,75800.0,2354.0,3192.0
445,1981,4,2719.0,3032.0,33.0,2.0
446,1981,5,2768.33,3762.4,170.89,363.52
447,1981,6,2662.0,1412.0,629.0,15.0
448,1981,7,8750.0,9252.0,991.0,17.0
449,1981,8,16886.88,45453.0,3943.0,196.0
450,1981,9,60.0,11.0,55.0,0.0
451,1981,10,3414.0,3568.0,610.0,117.0
452,1981,11,696.0,3478.0,0.0,32.0
453,1981,12,2224.0,2219.0,215.0,0.0
454,1981,13,18111.0,23805.8,1034.0,130.0
455,1981,14,1508.0,1255.0,253.0,2.0
456,1981,15,1173.0,1043.0,131.0,160.0
457,1981,16,5054.0,8611.0,411.0,30.0
458,1981,17,5949.0,2200.0,5215.0,192.0
459,1981,18,204.0,137.0,85.0,17.0
460,1981,19,12964.0,11922.0,1644.0,32.0
461,1981,20,25802.0,46650.0,18543.0,2335.0
462,1982,0,5254.0,5723.0,299.5,113.9
463,1982,1,255.0,23500.0,296.0,360.0
464,1982,2,3618.0,453.0,31.0,0.0
465,1982,3,13100.0,75064.0,2453.0,2590.0
